# 7: BIG_BENCH query19
13 0 0
R2 3 HK FL BA
5
M1 R2 601
R6 R3 9
M5 R6 47
R3 R4 1870
R2 R3 339
# 8: BIG_BENCH query1
6 162 713
R5 1 BA
R4 1 LA
M1 1 FL
M6 1 BA
R3 1 LA
R2 1 LA
5
R4 R5 72
M1 R2 242
M6 R2 213
R3 R4 170
R2 R3 524
# 7: BIG_BENCH query19
13 163 715
R5 1 NY
M1 1 HK
M10 1 NY
R7 1 NY
M3 1 NY
R6 1 FL
R9 1 NY
M13 1 NY
R12 1 HK
M11 1 BA
M8 1 LA
M4 1 HK
R2 1 LA
12
R5 R6 530
M1 R2 1
M10 R9 1
M3 R2 1
R6 R7 1598
R9 M11 10
M13 R6 535
R12 R6 535
M11 R12 25
M8 R9 1
M4 R5 100
R2 M4 100
# 9: BIG_BENCH query20
6 164 716
M1 1 NY
R4 3 FL LA BA
R6 1 LA
M5 1 NY
R3 2 BA LA
R2 3 BA LA NY
5
M1 R2 601
R6 R3 9
M5 R6 47
R3 R4 1870
R2 R3 339
# 5: BIG_BENCH query16
9 165 725
R5 1 LA
R4 1 NY
M1 1 FL
M8 1 LA
M9 1 FL
M6 1 FL
R3 1 FL
M7 1 HK
R2 1 LA
8
R4 R5 188
M1 R2 2816
M8 R3 376
M9 R3 376
M6 R2 2668
R3 R4 1638
M7 R3 376
R2 R3 1704
# 15: BIG_BENCH query2
5 166 728
R5 1 HK
R4 1 BA
M1 1 NY
R3 1 NY
R2 1 HK
4
R4 R5 88
M1 R2 25669
R3 R4 3430
R2 R3 23890
# 0: BIG_BENCH query10
2 167 729
M1 1 NY
R2 1 HK
1
M1 R2 56
# 16: BIG_BENCH query3
7 168 729
R5 1 HK
R4 1 LA
M1 1 NY
R6 1 FL
R3 1 FL
R2 1 HK
M7 1 NY
6
R5 R6 11
R4 R5 13
M1 R2 12244
R3 R4 15
R2 R3 3487
M7 R3 6
# 18: BIG_BENCH query6
11 169 739
R5 1 FL
R4 1 HK
M10 1 FL
M1 1 NY
R9 1 FL
R8 2 NY FL
M11 1 FL
R3 1 NY
M6 1 FL
M7 1 BA
R2 1 NY
10
R4 R5 207
M10 R8 393
M1 R2 1514
R9 R4 101
R8 R9 886
M11 R4 70
R3 R4 68
M6 R2 1516
M7 R8 643
R2 R3 3029
# 19: BIG_BENCH query7
11 170 739
R5 1 FL
M1 1 BA
R4 1 FL
M10 1 BA
R6 1 NY
M8 1 BA
M9 1 LA
M4 1 LA
R3 1 HK
R2 1 NY
M7 1 BA
9
R5 R6 11
M1 R2 1
R4 R5 2877
M10 R4 1434
M8 R3 83
M9 R3 3
R3 R4 1438
R2 R3 3
M7 R2 1
# 20: BIG_BENCH query9
9 171 739
R5 1 NY
R4 1 NY
M1 1 FL
M8 1 BA
M9 1 HK
M6 1 LA
R3 1 NY
M7 1 LA
R2 1 NY
8
R4 R5 224
M1 R2 1105
M8 R3 97
M9 R4 111
M6 R2 806
R3 R4 258
M7 R3 97
R2 R3 635
# 9: BIG_BENCH query20
6 172 739
M1 1 NY
R4 3 NY LA BA
R6 1 NY
M5 1 LA
R3 2 HK LA
R2 3 HK BA LA
5
M1 R2 601
R6 R3 9
M5 R6 47
R3 R4 1870
R2 R3 339
# 0: BIG_BENCH query10
2 173 739
M1 1 NY
R2 1 FL
1
M1 R2 56
# 8: BIG_BENCH query1
6 174 743
R5 1 NY
R4 1 LA
M1 1 HK
M6 1 BA
R3 1 LA
R2 1 NY
5
R4 R5 72
M1 R2 242
M6 R2 213
R3 R4 170
R2 R3 524
# 7: BIG_BENCH query19
13 175 763
R5 1 LA
M1 1 BA
M10 1 BA
R7 1 FL
M3 1 BA
R6 1 FL
R9 1 LA
M13 1 FL
R12 1 LA
M11 1 FL
M8 1 FL
M4 1 BA
R2 1 NY
12
R5 R6 530
M1 R2 1
M10 R9 1
M3 R2 1
R6 R7 1598
R9 M11 10
M13 R6 535
R12 R6 535
M11 R12 25
M8 R9 1
M4 R5 100
R2 M4 100
# 13: BIG_BENCH query26
4 176 764
M1 1 HK
M4 1 NY
R3 2 BA FL
R2 1 NY
3
M1 R2 1154
M4 R2 497
R2 R3 1227
# 5: BIG_BENCH query16
9 177 789
R5 1 NY
R4 1 BA
M1 1 HK
M8 1 HK
M9 1 LA
M6 1 NY
R3 1 BA
M7 1 HK
R2 1 FL
8
R4 R5 188
M1 R2 2816
M8 R3 376
M9 R3 376
M6 R2 2668
R3 R4 1638
M7 R3 376
R2 R3 1704
# 15: BIG_BENCH query2
5 178 793
R5 1 FL
R4 1 NY
M1 1 HK
R3 1 FL
R2 1 NY
4
R4 R5 88
M1 R2 25669
R3 R4 3430
R2 R3 23890
# 8: BIG_BENCH query1
6 179 798
R5 1 FL
R4 1 FL
M1 1 FL
M6 1 LA
R3 1 BA
R2 1 FL
5
R4 R5 72
M1 R2 242
M6 R2 213
R3 R4 170
R2 R3 524
# 3: BIG_BENCH query14
10 180 806
M1 1 NY
M10 1 FL
R7 1 FL
M3 1 NY
M8 1 HK
M9 1 LA
M4 1 NY
M5 1 BA
M6 1 FL
R2 1 BA
9
M1 R2 30
M10 M6 20
R7 R2 1
M3 M1 20
M8 M6 20
M9 M6 20
M4 M1 20
M5 M1 20
M6 R7 60
# 2: BIG_BENCH query12
9 181 829
R5 1 LA
R4 1 BA
M1 1 HK
R8 1 NY
M9 1 NY
R3 1 LA
M6 1 HK
R2 1 BA
M7 1 HK
8
R4 R5 1
M1 R2 634
R8 R3 53
M9 R8 35
R3 R4 35
M6 R2 34
R2 R3 51
M7 R8 54
# 3: BIG_BENCH query14
10 182 833
M1 1 LA
M10 1 LA
R7 1 NY
M3 1 BA
M8 1 NY
M9 1 NY
M4 1 LA
M5 1 FL
M6 1 LA
R2 1 LA
9
M1 R2 30
M10 M6 20
R7 R2 1
M3 M1 20
M8 M6 20
M9 M6 20
M4 M1 20
M5 M1 20
M6 R7 60
# 12: BIG_BENCH query24
19 183 836
R17 3 FL NY BA
M18 1 BA
R16 2 BA NY
R15 1 LA
M19 1 LA
R10 3 NY LA FL
R4 3 LA FL BA
M1 1 BA
R7 1 LA
R9 3 NY FL HK
R14 1 HK
M13 1 BA
R8 1 NY
M11 1 NY
M12 1 FL
M5 1 LA
R3 1 NY
M6 1 BA
R2 1 BA
18
R17 R4 146
M18 R14 1
R16 R17 3506
R15 R16 1702
M19 R16 1761
R10 R4 443
M1 R2 1
R7 R8 1
R9 R10 1524
R14 R15 2
M13 R14 1
R8 R9 362
M11 R7 1
M12 R9 412
M5 R2 1
R3 R4 33
M6 R7 1
R2 R3 1
# 10: BIG_BENCH query21
16 184 838
M15 1 HK
M16 1 LA
R5 1 LA
M1 1 BA
M10 1 FL
R4 1 FL
R7 1 LA
R6 1 NY
M13 1 LA
R9 1 BA
M14 1 LA
R8 1 NY
M11 1 BA
M12 1 LA
R3 1 LA
R2 1 FL
15
M15 R6 26
M16 R7 148
R5 R6 26
M1 R2 904
M10 R2 853
R4 R5 915
R7 R8 293
R6 R7 186
M13 R5 1
M14 R6 27
R8 R9 1
M11 R3 1878
M12 R4 916
R3 R4 2734
R2 R3 2640
# 5: BIG_BENCH query16
9 185 855
R5 1 FL
R4 1 HK
M1 1 NY
M8 1 HK
M9 1 LA
M6 1 FL
R3 1 HK
M7 1 LA
R2 1 NY
8
R4 R5 188
M1 R2 2816
M8 R3 376
M9 R3 376
M6 R2 2668
R3 R4 1638
M7 R3 376
R2 R3 1704
# 1: BIG_BENCH query11
7 186 860
M1 1 NY
R4 1 HK
R7 2 FL LA
M5 1 NY
M6 1 BA
R3 1 NY
R2 1 NY
6
M1 R2 9
R7 R3 111
M5 M6 90
M6 R7 223
R3 R4 33
R2 R3 13
# 18: BIG_BENCH query6
11 187 865
R5 1 BA
R4 1 HK
M10 1 FL
M1 1 NY
R9 1 LA
R8 2 FL NY
M11 1 NY
R3 1 LA
M6 1 BA
M7 1 BA
R2 1 HK
10
R4 R5 207
M10 R8 393
M1 R2 1514
R9 R4 101
R8 R9 886
M11 R4 70
R3 R4 68
M6 R2 1516
M7 R8 643
R2 R3 3029
# 6: BIG_BENCH query17
25 188 871
M20 1 BA
M1 1 BA
M21 1 HK
M24 1 BA
M25 1 BA
M22 1 FL
M23 1 FL
M8 1 NY
M9 1 FL
R18 1 NY
R17 1 LA
R16 1 LA
R15 1 NY
R19 1 BA
R5 1 LA
R4 1 LA
M10 1 LA
R7 1 NY
R6 1 LA
M13 1 LA
M14 1 NY
M11 1 FL
M12 1 FL
R3 1 NY
R2 1 HK
24
M20 R15 2044
M1 R2 2478
M21 R16 33
M24 R17 20
M25 R18 43
M22 R16 32
M23 R16 32
M8 R2 2301
M9 R3 10
R18 R19 87
R17 R18 63
R16 R17 84
R15 R16 1053
R19 R6 1
R5 R6 1
R4 R5 53
M10 R3 9
R6 R7 1
M13 R5 1
M14 R15 2222
M11 R3 9
M12 R4 54
R3 R4 73
R2 R3 1159
# 10: BIG_BENCH query21
16 189 882
M15 1 FL
M16 1 HK
R5 1 LA
M1 1 LA
M10 1 LA
R4 1 BA
R7 1 FL
R6 1 LA
M13 1 NY
R9 1 LA
M14 1 NY
R8 1 HK
M11 1 FL
M12 1 NY
R3 1 LA
R2 1 NY
15
M15 R6 26
M16 R7 148
R5 R6 26
M1 R2 904
M10 R2 853
R4 R5 915
R7 R8 293
R6 R7 186
M13 R5 1
M14 R6 27
R8 R9 1
M11 R3 1878
M12 R4 916
R3 R4 2734
R2 R3 2640
# 11: BIG_BENCH query22
7 190 883
M1 1 NY
R4 1 FL
M5 1 NY
M6 1 BA
R3 1 FL
M7 1 HK
R2 1 HK
6
M1 R2 1276
M5 R2 1113
M6 R2 1113
R3 R4 2
M7 R2 1113
R2 R3 4456
# 4: BIG_BENCH query15
6 191 884
R5 1 BA
R4 1 FL
M1 1 BA
M2 1 LA
M6 1 LA
R3 1 LA
5
R4 R5 172
M1 M2 179
M2 R3 89
M6 R3 1
R3 R4 172
# 10: BIG_BENCH query21
16 192 884
M15 1 FL
M16 1 NY
R5 1 NY
M1 1 LA
M10 1 HK
R4 1 BA
R7 1 BA
R6 1 BA
M13 1 NY
R9 1 HK
M14 1 NY
R8 1 HK
M11 1 FL
M12 1 HK
R3 1 NY
R2 1 FL
15
M15 R6 26
M16 R7 148
R5 R6 26
M1 R2 904
M10 R2 853
R4 R5 915
R7 R8 293
R6 R7 186
M13 R5 1
M14 R6 27
R8 R9 1
M11 R3 1878
M12 R4 916
R3 R4 2734
R2 R3 2640
# 7: BIG_BENCH query19
13 193 884
R5 1 NY
M1 1 NY
M10 1 FL
R7 1 BA
M3 1 FL
R6 1 FL
R9 1 FL
M13 1 HK
R12 1 LA
M11 1 HK
M8 1 FL
M4 1 NY
R2 1 NY
12
R5 R6 530
M1 R2 1
M10 R9 1
M3 R2 1
R6 R7 1598
R9 M11 10
M13 R6 535
R12 R6 535
M11 R12 25
M8 R9 1
M4 R5 100
R2 M4 100
# 10: BIG_BENCH query21
16 194 886
M15 1 HK
M16 1 HK
R5 1 LA
M1 1 NY
M10 1 LA
R4 1 BA
R7 1 FL
R6 1 HK
M13 1 HK
R9 1 NY
M14 1 HK
R8 1 BA
M11 1 LA
M12 1 BA
R3 1 FL
R2 1 FL
15
M15 R6 26
M16 R7 148
R5 R6 26
M1 R2 904
M10 R2 853
R4 R5 915
R7 R8 293
R6 R7 186
M13 R5 1
M14 R6 27
R8 R9 1
M11 R3 1878
M12 R4 916
R3 R4 2734
R2 R3 2640
# 12: BIG_BENCH query24
19 195 886
R17 3 LA HK FL
M18 1 BA
R16 2 NY FL
R15 1 LA
M19 1 NY
R10 3 FL BA HK
R4 3 LA BA NY
M1 1 BA
R7 1 HK
R9 3 NY LA HK
R14 1 HK
M13 1 BA
R8 1 FL
M11 1 NY
M12 1 BA
M5 1 HK
R3 1 HK
M6 1 BA
R2 1 HK
18
R17 R4 146
M18 R14 1
R16 R17 3506
R15 R16 1702
M19 R16 1761
R10 R4 443
M1 R2 1
R7 R8 1
R9 R10 1524
R14 R15 2
M13 R14 1
R8 R9 362
M11 R7 1
M12 R9 412
M5 R2 1
R3 R4 33
M6 R7 1
R2 R3 1
# 19: BIG_BENCH query7
11 196 909
R5 1 BA
M1 1 BA
R4 1 HK
M10 1 LA
R6 1 LA
M8 1 LA
M9 1 FL
M4 1 BA
R3 1 HK
R2 1 HK
M7 1 HK
9
R5 R6 11
M1 R2 1
R4 R5 2877
M10 R4 1434
M8 R3 83
M9 R3 3
R3 R4 1438
R2 R3 3
M7 R2 1
# 4: BIG_BENCH query15
6 197 915
R5 1 HK
R4 1 FL
M1 1 FL
M2 1 LA
M6 1 NY
R3 1 FL
5
R4 R5 172
M1 M2 179
M2 R3 89
M6 R3 1
R3 R4 172
# 4: BIG_BENCH query15
6 198 925
R5 1 HK
R4 1 BA
M1 1 BA
M2 1 NY
M6 1 HK
R3 1 HK
5
R4 R5 172
M1 M2 179
M2 R3 89
M6 R3 1
R3 R4 172
# 18: BIG_BENCH query6
11 199 927
R5 1 BA
R4 1 FL
M10 1 LA
M1 1 NY
R9 1 LA
R8 2 HK BA
M11 1 LA
R3 1 NY
M6 1 HK
M7 1 NY
R2 1 HK
10
R4 R5 207
M10 R8 393
M1 R2 1514
R9 R4 101
R8 R9 886
M11 R4 70
R3 R4 68
M6 R2 1516
M7 R8 643
R2 R3 3029
# 4: BIG_BENCH query15
6 200 928
R5 1 BA
R4 1 NY
M1 1 LA
M2 1 BA
M6 1 NY
R3 1 BA
5
R4 R5 172
M1 M2 179
M2 R3 89
M6 R3 1
R3 R4 172
# 10: BIG_BENCH query21
16 201 930
M15 1 NY
M16 1 HK
R5 1 LA
M1 1 FL
M10 1 NY
R4 1 BA
R7 1 BA
R6 1 HK
M13 1 FL
R9 1 FL
M14 1 LA
R8 1 HK
M11 1 FL
M12 1 BA
R3 1 FL
R2 1 NY
15
M15 R6 26
M16 R7 148
R5 R6 26
M1 R2 904
M10 R2 853
R4 R5 915
R7 R8 293
R6 R7 186
M13 R5 1
M14 R6 27
R8 R9 1
M11 R3 1878
M12 R4 916
R3 R4 2734
R2 R3 2640
# 19: BIG_BENCH query7
11 202 932
R5 1 BA
M1 1 FL
R4 1 HK
M10 1 LA
R6 1 NY
M8 1 BA
M9 1 HK
M4 1 BA
R3 1 HK
R2 1 HK
M7 1 HK
9
R5 R6 11
M1 R2 1
R4 R5 2877
M10 R4 1434
M8 R3 83
M9 R3 3
R3 R4 1438
R2 R3 3
M7 R2 1
# 3: BIG_BENCH query14
10 203 932
M1 1 FL
M10 1 HK
R7 1 FL
M3 1 BA
M8 1 FL
M9 1 LA
M4 1 LA
M5 1 HK
M6 1 FL
R2 1 BA
9
M1 R2 30
M10 M6 20
R7 R2 1
M3 M1 20
M8 M6 20
M9 M6 20
M4 M1 20
M5 M1 20
M6 R7 60
# 9: BIG_BENCH query20
6 204 937
M1 1 HK
R4 3 HK BA FL
R6 1 LA
M5 1 LA
R3 2 FL LA
R2 3 BA NY HK
5
M1 R2 601
R6 R3 9
M5 R6 47
R3 R4 1870
R2 R3 339
# 6: BIG_BENCH query17
25 205 939
M20 1 NY
M1 1 FL
M21 1 NY
M24 1 BA
M25 1 BA
M22 1 HK
M23 1 LA
M8 1 NY
M9 1 LA
R18 1 HK
R17 1 BA
R16 1 LA
R15 1 BA
R19 1 FL
R5 1 BA
R4 1 LA
M10 1 HK
R7 1 LA
R6 1 BA
M13 1 LA
M14 1 HK
M11 1 LA
M12 1 HK
R3 1 NY
R2 1 NY
24
M20 R15 2044
M1 R2 2478
M21 R16 33
M24 R17 20
M25 R18 43
M22 R16 32
M23 R16 32
M8 R2 2301
M9 R3 10
R18 R19 87
R17 R18 63
R16 R17 84
R15 R16 1053
R19 R6 1
R5 R6 1
R4 R5 53
M10 R3 9
R6 R7 1
M13 R5 1
M14 R15 2222
M11 R3 9
M12 R4 54
R3 R4 73
R2 R3 1159
# 1: BIG_BENCH query11
7 206 943
M1 1 FL
R4 1 BA
R7 2 NY HK
M5 1 BA
M6 1 LA
R3 1 HK
R2 1 LA
6
M1 R2 9
R7 R3 111
M5 M6 90
M6 R7 223
R3 R4 33
R2 R3 13
# 11: BIG_BENCH query22
7 207 944
M1 1 LA
R4 1 HK
M5 1 BA
M6 1 LA
R3 1 FL
M7 1 LA
R2 1 NY
6
M1 R2 1276
M5 R2 1113
M6 R2 1113
R3 R4 2
M7 R2 1113
R2 R3 4456
# 0: BIG_BENCH query10
2 208 950
M1 1 LA
R2 1 HK
1
M1 R2 56
# 6: BIG_BENCH query17
25 209 950
M20 1 LA
M1 1 BA
M21 1 NY
M24 1 LA
M25 1 HK
M22 1 NY
M23 1 HK
M8 1 LA
M9 1 LA
R18 1 FL
R17 1 NY
R16 1 HK
R15 1 LA
R19 1 HK
R5 1 HK
R4 1 NY
M10 1 NY
R7 1 NY
R6 1 FL
M13 1 LA
M14 1 HK
M11 1 LA
M12 1 FL
R3 1 BA
R2 1 HK
24
M20 R15 2044
M1 R2 2478
M21 R16 33
M24 R17 20
M25 R18 43
M22 R16 32
M23 R16 32
M8 R2 2301
M9 R3 10
R18 R19 87
R17 R18 63
R16 R17 84
R15 R16 1053
R19 R6 1
R5 R6 1
R4 R5 53
M10 R3 9
R6 R7 1
M13 R5 1
M14 R15 2222
M11 R3 9
M12 R4 54
R3 R4 73
R2 R3 1159
# 19: BIG_BENCH query7
11 210 961
R5 1 BA
M1 1 BA
R4 1 BA
M10 1 LA
R6 1 LA
M8 1 FL
M9 1 NY
M4 1 BA
R3 1 BA
R2 1 BA
M7 1 HK
9
R5 R6 11
M1 R2 1
R4 R5 2877
M10 R4 1434
M8 R3 83
M9 R3 3
R3 R4 1438
R2 R3 3
M7 R2 1
# 4: BIG_BENCH query15
6 211 974
R5 1 FL
R4 1 NY
M1 1 NY
M2 1 HK
M6 1 LA
R3 1 HK
5
R4 R5 172
M1 M2 179
M2 R3 89
M6 R3 1
R3 R4 172
# 12: BIG_BENCH query24
19 212 975
R17 3 LA BA FL
M18 1 LA
R16 2 HK FL
R15 1 NY
M19 1 NY
R10 3 BA LA NY
R4 3 HK BA LA
M1 1 HK
R7 1 HK
R9 3 BA NY HK
R14 1 HK
M13 1 FL
R8 1 BA
M11 1 NY
M12 1 BA
M5 1 FL
R3 1 FL
M6 1 LA
R2 1 FL
18
R17 R4 146
M18 R14 1
R16 R17 3506
R15 R16 1702
M19 R16 1761
R10 R4 443
M1 R2 1
R7 R8 1
R9 R10 1524
R14 R15 2
M13 R14 1
R8 R9 362
M11 R7 1
M12 R9 412
M5 R2 1
R3 R4 33
M6 R7 1
R2 R3 1
# 5: BIG_BENCH query16
9 213 979
R5 1 BA
R4 1 HK
M1 1 LA
M8 1 LA
M9 1 BA
M6 1 BA
R3 1 BA
M7 1 BA
R2 1 NY
8
R4 R5 188
M1 R2 2816
M8 R3 376
M9 R3 376
M6 R2 2668
R3 R4 1638
M7 R3 376
R2 R3 1704
# 0: BIG_BENCH query10
2 214 981
M1 1 FL
R2 1 BA
1
M1 R2 56
# 19: BIG_BENCH query7
11 215 982
R5 1 BA
M1 1 HK
R4 1 NY
M10 1 BA
R6 1 FL
M8 1 BA
M9 1 FL
M4 1 FL
R3 1 BA
R2 1 NY
M7 1 NY
9
R5 R6 11
M1 R2 1
R4 R5 2877
M10 R4 1434
M8 R3 83
M9 R3 3
R3 R4 1438
R2 R3 3
M7 R2 1
# 2: BIG_BENCH query12
9 216 982
R5 1 LA
R4 1 BA
M1 1 HK
R8 1 FL
M9 1 NY
R3 1 FL
M6 1 LA
R2 1 LA
M7 1 BA
8
R4 R5 1
M1 R2 634
R8 R3 53
M9 R8 35
R3 R4 35
M6 R2 34
R2 R3 51
M7 R8 54
# 16: BIG_BENCH query3
7 217 986
R5 1 FL
R4 1 HK
M1 1 BA
R6 1 BA
R3 1 HK
R2 1 FL
M7 1 BA
6
R5 R6 11
R4 R5 13
M1 R2 12244
R3 R4 15
R2 R3 3487
M7 R3 6
# 1: BIG_BENCH query11
7 218 991
M1 1 FL
R4 1 HK
R7 2 FL NY
M5 1 BA
M6 1 LA
R3 1 NY
R2 1 LA
6
M1 R2 9
R7 R3 111
M5 M6 90
M6 R7 223
R3 R4 33
R2 R3 13
# 5: BIG_BENCH query16
9 219 995
R5 1 HK
R4 1 HK
M1 1 BA
M8 1 NY
M9 1 LA
M6 1 LA
R3 1 NY
M7 1 NY
R2 1 FL
8
R4 R5 188
M1 R2 2816
M8 R3 376
M9 R3 376
M6 R2 2668
R3 R4 1638
M7 R3 376
R2 R3 1704
# 14: BIG_BENCH query27
2 220 998
M1 1 LA
R2 1 LA
1
M1 R2 56
# 1: BIG_BENCH query11
7 221 1007
M1 1 LA
R4 1 LA
R7 2 LA HK
M5 1 BA
M6 1 FL
R3 1 BA
R2 1 FL
6
M1 R2 9
R7 R3 111
M5 M6 90
M6 R7 223
R3 R4 33
R2 R3 13
# 20: BIG_BENCH query9
9 222 1020
R5 1 HK
R4 1 BA
M1 1 LA
M8 1 BA
M9 1 LA
M6 1 HK
R3 1 HK
M7 1 NY
R2 1 LA
8
R4 R5 224
M1 R2 1105
M8 R3 97
M9 R4 111
M6 R2 806
R3 R4 258
M7 R3 97
R2 R3 635
# 15: BIG_BENCH query2
5 223 1027
R5 1 LA
R4 1 HK
M1 1 LA
R3 1 NY
R2 1 BA
4
R4 R5 88
M1 R2 25669
R3 R4 3430
R2 R3 23890
# 4: BIG_BENCH query15
6 224 1031
R5 1 HK
R4 1 BA
M1 1 HK
M2 1 BA
M6 1 LA
R3 1 FL
5
R4 R5 172
M1 M2 179
M2 R3 89
M6 R3 1
R3 R4 172
# 7: BIG_BENCH query19
13 225 1035
R5 1 HK
M1 1 NY
M10 1 FL
R7 1 FL
M3 1 NY
R6 1 FL
R9 1 NY
M13 1 HK
R12 1 NY
M11 1 NY
M8 1 LA
M4 1 LA
R2 1 FL
12
R5 R6 530
M1 R2 1
M10 R9 1
M3 R2 1
R6 R7 1598
R9 M11 10
M13 R6 535
R12 R6 535
M11 R12 25
M8 R9 1
M4 R5 100
R2 M4 100
# 8: BIG_BENCH query1
6 226 1048
R5 1 HK
R4 1 NY
M1 1 LA
M6 1 LA
R3 1 BA
R2 1 HK
5
R4 R5 72
M1 R2 242
M6 R2 213
R3 R4 170
R2 R3 524
# 13: BIG_BENCH query26
4 227 1051
M1 1 LA
M4 1 HK
R3 2 BA FL
R2 1 HK
3
M1 R2 1154
M4 R2 497
R2 R3 1227
# 17: BIG_BENCH query4
5 228 1057
M1 1 HK
R4 1 NY
M5 1 LA
R3 1 NY
R2 1 HK
4
M1 R2 6627
M5 M1 2177
R3 R4 9397
R2 R3 13848
# 11: BIG_BENCH query22
7 229 1064
M1 1 FL
R4 1 BA
M5 1 FL
M6 1 FL
R3 1 HK
M7 1 LA
R2 1 BA
6
M1 R2 1276
M5 R2 1113
M6 R2 1113
R3 R4 2
M7 R2 1113
R2 R3 4456
# 16: BIG_BENCH query3
7 230 1064
R5 1 FL
R4 1 LA
M1 1 HK
R6 1 LA
R3 1 HK
R2 1 BA
M7 1 NY
6
R5 R6 11
R4 R5 13
M1 R2 12244
R3 R4 15
R2 R3 3487
M7 R3 6
# 2: BIG_BENCH query12
9 231 1065
R5 1 HK
R4 1 NY
M1 1 LA
R8 1 NY
M9 1 FL
R3 1 FL
M6 1 NY
R2 1 NY
M7 1 BA
8
R4 R5 1
M1 R2 634
R8 R3 53
M9 R8 35
R3 R4 35
M6 R2 34
R2 R3 51
M7 R8 54
# 6: BIG_BENCH query17
25 232 1066
M20 1 FL
M1 1 LA
M21 1 LA
M24 1 NY
M25 1 NY
M22 1 FL
M23 1 HK
M8 1 HK
M9 1 LA
R18 1 LA
R17 1 NY
R16 1 NY
R15 1 HK
R19 1 HK
R5 1 FL
R4 1 FL
M10 1 HK
R7 1 HK
R6 1 FL
M13 1 BA
M14 1 LA
M11 1 LA
M12 1 FL
R3 1 LA
R2 1 LA
24
M20 R15 2044
M1 R2 2478
M21 R16 33
M24 R17 20
M25 R18 43
M22 R16 32
M23 R16 32
M8 R2 2301
M9 R3 10
R18 R19 87
R17 R18 63
R16 R17 84
R15 R16 1053
R19 R6 1
R5 R6 1
R4 R5 53
M10 R3 9
R6 R7 1
M13 R5 1
M14 R15 2222
M11 R3 9
M12 R4 54
R3 R4 73
R2 R3 1159
# 11: BIG_BENCH query22
7 233 1075
M1 1 LA
R4 1 NY
M5 1 HK
M6 1 LA
R3 1 LA
M7 1 BA
R2 1 BA
6
M1 R2 1276
M5 R2 1113
M6 R2 1113
R3 R4 2
M7 R2 1113
R2 R3 4456
# 18: BIG_BENCH query6
11 234 1089
R5 1 LA
R4 1 HK
M10 1 NY
M1 1 NY
R9 1 LA
R8 2 LA NY
M11 1 FL
R3 1 FL
M6 1 FL
M7 1 NY
R2 1 BA
10
R4 R5 207
M10 R8 393
M1 R2 1514
R9 R4 101
R8 R9 886
M11 R4 70
R3 R4 68
M6 R2 1516
M7 R8 643
R2 R3 3029
# 18: BIG_BENCH query6
11 235 1090
R5 1 HK
R4 1 NY
M10 1 NY
M1 1 HK
R9 1 LA
R8 2 FL LA
M11 1 LA
R3 1 HK
M6 1 BA
M7 1 HK
R2 1 BA
10
R4 R5 207
M10 R8 393
M1 R2 1514
R9 R4 101
R8 R9 886
M11 R4 70
R3 R4 68
M6 R2 1516
M7 R8 643
R2 R3 3029
# 2: BIG_BENCH query12
9 236 1097
R5 1 FL
R4 1 NY
M1 1 LA
R8 1 FL
M9 1 BA
R3 1 BA
M6 1 HK
R2 1 BA
M7 1 HK
8
R4 R5 1
M1 R2 634
R8 R3 53
M9 R8 35
R3 R4 35
M6 R2 34
R2 R3 51
M7 R8 54
# 14: BIG_BENCH query27
2 237 1104
M1 1 NY
R2 1 HK
1
M1 R2 56
# 18: BIG_BENCH query6
11 238 1105
R5 1 FL
R4 1 NY
M10 1 LA
M1 1 HK
R9 1 BA
R8 2 HK LA
M11 1 FL
R3 1 HK
M6 1 BA
M7 1 NY
R2 1 HK
10
R4 R5 207
M10 R8 393
M1 R2 1514
R9 R4 101
R8 R9 886
M11 R4 70
R3 R4 68
M6 R2 1516
M7 R8 643
R2 R3 3029
# 8: BIG_BENCH query1
6 239 1106
R5 1 HK
R4 1 LA
M1 1 LA
M6 1 FL
R3 1 FL
R2 1 FL
5
R4 R5 72
M1 R2 242
M6 R2 213
R3 R4 170
R2 R3 524
# 9: BIG_BENCH query20
6 240 1106
M1 1 HK
R4 3 HK NY LA
R6 1 NY
M5 1 BA
R3 2 FL BA
R2 3 NY FL BA
5
M1 R2 601
R6 R3 9
M5 R6 47
R3 R4 1870
R2 R3 339
# 11: BIG_BENCH query22
7 241 1110
M1 1 NY
R4 1 NY
M5 1 HK
M6 1 LA
R3 1 NY
M7 1 BA
R2 1 LA
6
M1 R2 1276
M5 R2 1113
M6 R2 1113
R3 R4 2
M7 R2 1113
R2 R3 4456
# 14: BIG_BENCH query27
2 242 1111
M1 1 HK
R2 1 NY
1
M1 R2 56
# 7: BIG_BENCH query19
13 243 1114
R5 1 NY
M1 1 LA
M10 1 FL
R7 1 FL
M3 1 FL
R6 1 FL
R9 1 HK
M13 1 BA
R12 1 FL
M11 1 FL
M8 1 NY
M4 1 FL
R2 1 FL
12
R5 R6 530
M1 R2 1
M10 R9 1
M3 R2 1
R6 R7 1598
R9 M11 10
M13 R6 535
R12 R6 535
M11 R12 25
M8 R9 1
M4 R5 100
R2 M4 100
# 0: BIG_BENCH query10
2 244 1123
M1 1 HK
R2 1 LA
1
M1 R2 56
# 13: BIG_BENCH query26
4 245 1123
M1 1 NY
M4 1 HK
R3 2 HK LA
R2 1 NY
3
M1 R2 1154
M4 R2 497
R2 R3 1227
